Nov 07 18:54:18.806 VTTY: Console port: waiting connection on tcp port 5004 for protocol IPv4 (FD 11)
Nov 07 18:54:19.081 C3600_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x605a4fd0,JIT on)
Nov 07 18:54:19.082 CPU0: CPU_STATE: Starting CPU (old state=2)...
Nov 07 18:54:19.209 ROM: Microcode has started.
Nov 07 18:54:19.227 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.227 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.227 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.231 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
Nov 07 18:54:19.232 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x605a9c18 (size=1)
